ric,data_load,capitalization,current_price,ticker
ICVT.Z,2026-03-31,5.11614,100.41,ICVT.Z
IDEF.OQ,2026-03-31,3.141032,32.02,IDEF.OQ
IDEV.P,2026-03-31,26.757603,82.2,IDEV.P
IDMO.P,2026-03-31,3.10905,54.0,IDMO.P
IDU.P,2026-03-31,1.609508,114.98,IDU.P
IDV.Z,2026-03-31,7.768125,42.02,IDV.Z
IEF.OQ,2026-03-31,48.616281,95.4,IEF.OQ
IEFA.Z,2026-03-31,164.839662,88.96,IEFA.Z
IEI.OQ,2026-03-31,18.818527,118.58,IEI.OQ
IEMG.P,2026-03-31,130.789296,67.87,IEMG.P
IEUR.P,2026-03-31,8.084657,69.28,IEUR.P
IEV.P,2026-03-31,1.58016,67.08,IEV.P
IFRA.Z,2026-03-31,3.65495,56.43,IFRA.Z
IGEB.Z,2026-03-31,1.371798,44.98,IGEB.Z
IGF.OQ,2026-03-31,10.003735,66.52,IGF.OQ
IGIB.OQ,2026-03-31,17.485426,53.1,IGIB.OQ
IGLB.P,2026-03-31,2.586675,49.44,IGLB.P
IGM.P,2026-03-31,7.404808,115.79,IGM.P
IGOV.OQ,2026-03-31,1.137708,40.79,IGOV.OQ
IGRO.Z,2026-03-31,1.14774,82.7,IGRO.Z
IGSB.OQ,2026-03-31,21.992811,52.52,IGSB.OQ
IGV.Z,2026-03-31,10.210911,78.69,IGV.Z
IHDG.P,2026-03-31,2.139332,47.65,IHDG.P
IHI.P,2026-03-31,3.13233,52.46,IHI.P
IJH.P,2026-03-31,103.114039,66.42,IJH.P
IJJ.P,2026-03-31,7.803423,130.8,IJJ.P
IJK.P,2026-03-31,9.571309,99.01,IJK.P
IJR.P,2026-03-31,89.431713,122.31,IJR.P
IJS.P,2026-03-31,7.522559,116.97,IJS.P
IJT.OQ,2026-03-31,6.277469,142.41,IJT.OQ
ILCB.P,2026-03-31,1.082644,88.65,ILCB.P
ILCG.P,2026-03-31,2.42952,93.63,ILCG.P
ILCV.P,2026-03-31,1.141875,92.16,ILCV.P
ILF.P,2026-03-31,4.0824,34.65,ILF.P
ILOW.P,2026-03-31,1.599642,42.16,ILOW.P
IMCB.P,2026-03-31,1.403805,82.34,IMCB.P
IMCG.P,2026-03-31,2.990994,77.23,IMCG.P
IMTM.P,2026-03-31,3.432492,47.1,IMTM.P
INCM.P,2026-03-31,1.349864,28.65,INCM.P
INDA.Z,2026-03-31,6.824355,45.91,INDA.Z
INFL.P,2026-03-31,1.449106,51.89,INFL.P
INTF.P,2026-03-31,3.071796,38.39,INTF.P
IOO.P,2026-03-31,7.348422,119.24,IOO.P
IPAC.P,2026-03-31,2.30206,75.28,IPAC.P
IQDF.P,2026-03-31,1.012991,31.23,IQDF.P
IQLT.P,2026-03-31,11.594934,45.51,IQLT.P
IQMM.P,2026-03-31,21.838531,100.14,IQMM.P
ISPY.Z,2026-03-31,1.135749,42.82,ISPY.Z
ISRXF.PK,2026-03-31,4.491898,491.18,ISRXF.PK
ISTB.OQ,2026-03-31,4.729608,48.45,ISTB.OQ
ITA.Z,2026-03-31,12.931966,215.0,ITA.Z
ITB.Z,2026-03-31,2.281272,88.8,ITB.Z
ITM.Z,2026-03-31,2.145955,46.44,ITM.Z
ITOT.P,2026-03-31,77.246135,140.19,ITOT.P
IUSB.OQ,2026-03-31,36.06403,46.2,IUSB.OQ
IUSG.OQ,2026-03-31,24.95934,152.1,IUSG.OQ
IUSV.OQ,2026-03-31,23.650638,101.17,IUSV.OQ
IVE.P,2026-03-31,45.823941,208.94,IVE.P
IVLU.P,2026-03-31,3.685407,39.04,IVLU.P
IVOG.P,2026-03-31,1.371131,123.15,IVOG.P
IVOO.P,2026-03-31,3.063854,112.83,IVOO.P
IVOV.P,2026-03-31,1.159842,100.68,IVOV.P
IVV.P,2026-03-31,699.534128,643.2,IVV.P
IVW.P,2026-03-31,58.610996,110.84,IVW.P
IWB.P,2026-03-31,41.583066,351.22,IWB.P
IWC.P,2026-03-31,1.165156,155.97,IWC.P
IWD.P,2026-03-31,68.145268,211.26,IWD.P
IWF.P,2026-03-31,107.678966,418.14,IWF.P
IWL.P,2026-03-31,1.8642,158.31,IWL.P
IWM.P,2026-03-31,67.761708,243.21,IWM.P
IWN.P,2026-03-31,12.161156,187.28,IWN.P
IWO.P,2026-03-31,11.679576,306.9,IWO.P
IWP.P,2026-03-31,17.992891,125.53,IWP.P
IWR.P,2026-03-31,46.919985,95.8,IWR.P
IWS.P,2026-03-31,13.829616,143.97,IWS.P
IWV.P,2026-03-31,16.55678,365.0,IWV.P
IWX.P,2026-03-31,3.338738,91.69,IWX.P
IWY.P,2026-03-31,14.214075,244.07,IWY.P
IXC.P,2026-03-31,2.87397,58.77,IXC.P
IXJ.P,2026-03-31,3.550338,92.68,IXJ.P
IXN.P,2026-03-31,5.999364,97.47,IXN.P
IXUS.OQ,2026-03-31,50.57896,84.77,IXUS.OQ
IYC.P,2026-03-31,1.118048,95.46,IYC.P
IYE.P,2026-03-31,1.706275,66.16,IYE.P
IYF.P,2026-03-31,3.35946,115.82,IYF.P
IYG.P,2026-03-31,1.834614,81.76,IYG.P
IYH.P,2026-03-31,2.827398,61.0,IYH.P
IYJ.Z,2026-03-31,1.999454,145.37,IYJ.Z
IYK.P,2026-03-31,1.220802,69.63,IYK.P
IYM.P,2026-03-31,1.207665,174.56,IYM.P
IYR.P,2026-03-31,3.885255,93.68,IYR.P
IYW.P,2026-03-31,17.03197,177.21,IYW.P
IYY.P,2026-03-31,2.507918,156.47,IYY.P
JAAA.P,2026-03-31,26.84354,50.33,JAAA.P
JAVA.P,2026-03-31,5.681189,70.97,JAVA.P
JBBB.Z,2026-03-31,1.110345,46.68,JBBB.Z
JBND.N,2026-03-31,6.881895,53.73,JBND.N
JCPB.Z,2026-03-31,10.820905,47.02,JCPB.Z
JEMA.Z,2026-03-31,1.343216,50.73,JEMA.Z
JEPI.P,2026-03-31,43.070318,56.08,JEPI.P
JEPQ.OQ,2026-03-31,33.047042,54.6,JEPQ.OQ
JETD.P,2026-03-31,93.010196,5.4,JETD.P
JETU.P,2026-03-31,93.010196,21.99,JETU.P
JFLX.P,2026-03-31,1.28114,49.59,JFLX.P
JFR.N,2026-03-31,1.165404,7.34,JFR.N
JGLO.OQ,2026-03-31,6.374557,64.41,JGLO.OQ
JGRO.P,2026-03-31,7.916563,83.1,JGRO.P
JHCR.P,2026-03-31,2.22874,25.23,JHCR.P
JHMD.P,2026-03-31,1.142302,41.83,JHMD.P
JHMM.P,2026-03-31,4.760924,66.14,JHMM.P
JIRE.P,2026-03-31,9.599097,74.64,JIRE.P
JIVE.OQ,2026-03-31,1.89169,84.27,JIVE.OQ
JMBS.P,2026-03-31,6.584522,45.16,JMBS.P
JMEE.P,2026-03-31,2.290593,65.87,JMEE.P
JMOM.P,2026-03-31,1.849736,67.03,JMOM.P
JMST.Z,2026-03-31,6.350862,51.0,JMST.Z
JMTG.P,2026-03-31,6.534105,50.92,JMTG.P
JMUB.Z,2026-03-31,7.082818,50.08,JMUB.Z
JNK.P,2026-03-31,6.962454,95.28,JNK.P
JPC.N,2026-03-31,2.688728,7.48,JPC.N
JPEF.OQ,2026-03-31,1.657935,70.95,JPEF.OQ
JPHY.Z,2026-03-31,2.139414,49.93,JPHY.Z
JPIB.Z,2026-03-31,1.86953,47.67,JPIB.Z
JPIE.P,2026-03-31,8.364296,46.03,JPIE.P
JPLD.Z,2026-03-31,3.763337,52.25,JPLD.Z
JPST.P,2026-03-31,37.497655,50.6,JPST.P
JQUA.P,2026-03-31,6.685956,60.5,JQUA.P
JSCP.P,2026-03-31,1.381365,47.27,JSCP.P
JSI.P,2026-03-31,1.502466,51.52,JSI.P
JTEK.OQ,2026-03-31,2.930319,77.5,JTEK.OQ
KBE.P,2026-03-31,1.254867,58.65,KBE.P
KBWB.OQ,2026-03-31,4.681028,77.41,KBWB.OQ
KLMN.P,2026-03-31,1.479817,25.96,KLMN.P
KLMT.P,2026-03-31,1.325599,29.23,KLMT.P
KNG.Z,2026-03-31,3.341425,48.29,KNG.Z
KOMP.P,2026-03-31,2.244441,57.44,KOMP.P
KRE.P,2026-03-31,3.759515,64.22,KRE.P
KWEB.P,2026-03-31,6.104655,27.88,KWEB.P
KYN.N,2026-03-31,2.418502,14.41,KYN.N
LCTU.P,2026-03-31,1.281596,68.92,LCTU.P
LDUR.P,2026-03-31,1.400243,95.8,LDUR.P
LGLV.P,2026-03-31,1.12925,177.06,LGLV.P
LIT.P,2026-03-31,1.689819,73.12,LIT.P
LMBS.OQ,2026-03-31,6.622525,49.77,LMBS.OQ
LMUB.P,2026-03-31,1.35413,49.91,LMUB.P
LQD.P,2026-03-31,29.395334,108.66,LQD.P
LRGF.P,2026-03-31,2.850578,65.07,LRGF.P
LVHI.Z,2026-03-31,4.572113,40.18,LVHI.Z
MAGS.Z,2026-03-31,3.362727,56.7,MAGS.Z
MBB.OQ,2026-03-31,38.626816,94.89,MBB.OQ
MCHI.OQ,2026-03-31,6.50608,55.29,MCHI.OQ
MDY.P,2026-03-31,23.896114,606.52,MDY.P
MDYG.P,2026-03-31,2.395778,94.08,MDYG.P
MDYV.P,2026-03-31,2.362312,84.03,MDYV.P
MEAR.Z,2026-03-31,1.385214,50.32,MEAR.Z
MGC.P,2026-03-31,8.354742,232.65,MGC.P
MGK.P,2026-03-31,26.667,360.57,MGK.P
MGV.P,2026-03-31,11.070394,143.73,MGV.P
MINT.P,2026-03-31,15.81306,100.6,MINT.P
MISL.P,2026-03-31,1.38782,43.96,MISL.P
MLPA.P,2026-03-31,2.194557,54.74,MLPA.P
MLPX.P,2026-03-31,3.338309,74.72,MLPX.P
MMIT.P,2026-03-31,1.458658,24.1,MMIT.P
MOAT.Z,2026-03-31,11.38527,95.23,MOAT.Z
MOO.P,2026-03-31,1.095526,83.86,MOO.P
MSDL.N,2026-03-31,1.208194,13.79,MSDL.N
MSLC.P,2026-03-31,3.314763,51.17,MSLC.P
MSTY.P,2026-03-31,1.02331,20.6,MSTY.P
MTBA.P,2026-03-31,1.695375,49.42,MTBA.P
MTUM.Z,2026-03-31,19.546219,235.46,MTUM.Z
MUB.P,2026-03-31,42.50714,106.22,MUB.P
MUNI.P,2026-03-31,2.754791,52.2,MUNI.P
NAC.N,2026-03-31,1.769672,11.51,NAC.N
NAD.N,2026-03-31,2.624138,11.39,NAD.N
NEA.N,2026-03-31,3.28348,11.12,NEA.N
NEAR.Z,2026-03-31,4.21142,50.8,NEAR.Z
NFJ.N,2026-03-31,1.166862,12.45,NFJ.N
NFLX.OQ,2026-03-31,392.534415,94.64,NFLX.OQ
NFRA.P,2026-03-31,2.9421,63.23,NFRA.P
NHYB.P,2026-03-31,1.584683,24.42,NHYB.P
NLR.P,2026-03-31,4.401159,129.69,NLR.P
NMZ.N,2026-03-31,1.176176,10.12,NMZ.N
NOBL.Z,2026-03-31,10.927548,104.93,NOBL.Z
NRGD.P,2026-03-31,93.010196,23.1,NRGD.P
NRGU.P,2026-03-31,93.010196,51.1,NRGU.P
NTSX.P,2026-03-31,1.172094,51.48,NTSX.P
NUGO.P,2026-03-31,2.39393,35.2,NUGO.P
NUGT.P,2026-03-31,1.01568,179.5,NUGT.P
NULG.Z,2026-03-31,2.228148,88.88,NULG.Z
NULV.Z,2026-03-31,1.847426,45.04,NULV.Z
NUSC.Z,2026-03-31,1.123719,44.27,NUSC.Z
NUV.N,2026-03-31,1.834668,8.9,NUV.N
NVDL.OQ,2026-03-31,3.405136,69.42,NVDL.OQ
NVDY.P,2026-03-31,1.261522,12.78,NVDY.P
NVG.N,2026-03-31,2.560796,12.22,NVG.N
NXUS.P,2026-03-31,3.576117,24.73,NXUS.P
NYF.P,2026-03-31,1.219575,53.13,NYF.P
NYM.P,2026-03-31,1.289216,24.94,NYM.P
NZF.N,2026-03-31,2.299564,12.04,NZF.N
OAKM.P,2026-03-31,1.044895,27.3,OAKM.P
OEF.P,2026-03-31,17.321402,312.94,OEF.P
OIH.P,2026-03-31,2.371428,410.98,OIH.P
OILD.P,2026-03-31,93.010196,34.56,OILD.P
OILU.P,2026-03-31,93.010196,58.94,OILU.P
OMFL.Z,2026-03-31,4.0816,59.44,OMFL.Z
ONEQ.OQ,2026-03-31,8.276093,83.42,ONEQ.OQ
OUNZ.P,2026-03-31,2.742894,44.3,OUNZ.P
PAAA.P,2026-03-31,8.209896,51.18,PAAA.P
PABU.OQ,2026-03-31,2.14946,65.2,PABU.OQ
PAVE.Z,2026-03-31,11.257623,49.9,PAVE.Z
PBUS.Z,2026-03-31,9.390256,64.29,PBUS.Z
PCY.P,2026-03-31,1.360176,20.78,PCY.P
PDBC.OQ,2026-03-31,6.516195,17.5,PDBC.OQ
PDI.N,2026-03-31,7.253397,16.9,PDI.N
PDO.N,2026-03-31,1.77252,12.78,PDO.N
PDP.OQ,2026-03-31,1.229557,116.72,PDP.OQ
PEY.OQ,2026-03-31,1.004015,21.25,PEY.OQ
PFF.OQ,2026-03-31,13.276896,30.27,PFF.OQ
PFFA.P,2026-03-31,2.136717,20.39,PFFA.P
PFFD.P,2026-03-31,2.12423,18.35,PFFD.P
PFXF.P,2026-03-31,2.091204,17.46,PFXF.P
PGX.P,2026-03-31,3.775018,10.91,PGX.P
PHO.OQ,2026-03-31,1.947193,66.24,PHO.OQ
PHYL.P,2026-03-31,1.243151,34.55,PHYL.P
PHYS.P,2026-03-31,16.023784,34.88,PHYS.P
PICK.Z,2026-03-31,1.706884,55.73,PICK.Z
PIEQ.Z,2026-03-31,1.21317,33.24,PIEQ.Z
PJAN.Z,2026-03-31,1.521492,45.75,PJAN.Z
PKW.OQ,2026-03-31,1.526914,130.33,PKW.OQ
PMBS.OQ,2026-03-31,1.074079,49.55,PMBS.OQ
POCT.Z,2026-03-31,1.015001,42.79,POCT.Z
PPA.P,2026-03-31,7.58281,163.32,PPA.P
PPH.OQ,2026-03-31,1.272541,103.45,PPH.OQ
PPLT.P,2026-03-31,2.385247,175.0,PPLT.P
PREF.P,2026-03-31,1.435655,18.82,PREF.P
PRF.P,2026-03-31,8.541047,47.03,PRF.P
PRFZ.OQ,2026-03-31,2.530999,45.37,PRFZ.OQ
PSC.OQ,2026-03-31,1.716524,56.38,PSC.OQ
PSI.P,2026-03-31,1.19502,91.27,PSI.P
PSLV.P,2026-03-31,13.18049,23.82,PSLV.P
PTA.N,2026-03-31,1.002661,18.37,PTA.N
PTLC.Z,2026-03-31,3.485254,52.1,PTLC.Z
PTNQ.OQ,2026-03-31,1.309823,72.4,PTNQ.OQ
PTY.N,2026-03-31,2.478069,11.96,PTY.N
PULS.P,2026-03-31,14.570244,49.5,PULS.P
PVAL.P,2026-03-31,8.592875,45.95,PVAL.P
PWB.P,2026-03-31,1.495708,123.42,PWB.P
PWRD.OQ,2026-03-31,1.141836,95.19,PWRD.OQ
PWV.P,2026-03-31,1.338191,69.21,PWV.P
PWZ.P,2026-03-31,1.064307,23.89,PWZ.P
PXF.P,2026-03-31,2.50269,68.75,PXF.P
PXH.P,2026-03-31,1.790652,26.37,PXH.P
PYLD.P,2026-03-31,12.459374,26.14,PYLD.P
PZA.P,2026-03-31,3.867266,22.97,PZA.P
QDF.P,2026-03-31,1.918122,77.21,QDF.P
QDPL.P,2026-03-31,1.377324,39.65,QDPL.P
QGRO.P,2026-03-31,1.958757,103.43,QGRO.P
QGRW.P,2026-03-31,2.002311,52.28,QGRW.P
QLD.P,2026-03-31,7.736606,58.9,QLD.P
QLTA.P,2026-03-31,1.65725,47.48,QLTA.P
QLTY.P,2026-03-31,3.481643,35.69,QLTY.P
QQEW.OQ,2026-03-31,1.525825,125.27,QQEW.OQ
QQQ.OQ,2026-03-31,360.006858,566.77,QQQ.OQ
QQQE.OQ,2026-03-31,1.109493,97.26,QQQE.OQ
QQQI.OQ,2026-03-31,8.997959,48.85,QQQI.OQ
QQQM.OQ,2026-03-31,66.278417,233.42,QQQM.OQ
QQQX.OQ,2026-03-31,1.242153,26.16,QQQX.OQ
QTEC.OQ,2026-03-31,2.515415,211.45,QTEC.OQ
QTUM.OQ,2026-03-31,3.126096,104.56,QTUM.OQ
QUAL.Z,2026-03-31,45.410315,188.94,QUAL.Z
QUS.P,2026-03-31,1.45921,168.5,QUS.P
QVML.P,2026-03-31,1.379887,37.74,QVML.P
QYLD.OQ,2026-03-31,7.862193,16.92,QYLD.OQ
RAVI.P,2026-03-31,1.410079,75.37,RAVI.P
RDVI.Z,2026-03-31,2.744264,25.14,RDVI.Z
RDVY.OQ,2026-03-31,19.285047,67.17,RDVY.OQ
RECS.P,2026-03-31,4.748494,38.44,RECS.P
REET.P,2026-03-31,4.36428,24.96,REET.P
REGL.Z,2026-03-31,1.639165,85.75,REGL.Z
REMX.P,2026-03-31,2.532344,86.54,REMX.P
RING.OQ,2026-03-31,3.013428,77.25,RING.OQ
ROBO.P,2026-03-31,1.418988,66.8,ROBO.P
RODM.P,2026-03-31,1.39635,39.04,RODM.P
RPG.P,2026-03-31,1.503432,45.69,RPG.P
RPV.P,2026-03-31,1.647482,106.94,RPV.P
RQI.N,2026-03-31,1.595701,12.0,RQI.N
RSP.P,2026-03-31,83.089827,189.35,RSP.P
RSPT.P,2026-03-31,3.844544,44.25,RSPT.P
RSSL.P,2026-03-31,1.333419,95.56,RSSL.P
RVT.N,2026-03-31,1.968834,16.37,RVT.N
RWJ.P,2026-03-31,1.599699,49.78,RWJ.P
RWK.P,2026-03-31,1.081007,126.33,RWK.P
RWL.P,2026-03-31,7.930717,113.7,RWL.P
RWO.P,2026-03-31,1.123488,45.56,RWO.P
RWR.P,2026-03-31,1.678919,100.24,RWR.P
RYLD.P,2026-03-31,1.245132,14.82,RYLD.P
SBIL.P,2026-03-31,4.703055,100.07,SBIL.P
SCCR.P,2026-03-31,1.231992,25.64,SCCR.P
SCHA.P,2026-03-31,19.130904,28.56,SCHA.P
SCHB.P,2026-03-31,35.787447,24.73,SCHB.P
SCHC.P,2026-03-31,4.934748,45.84,SCHC.P
SCHD.P,2026-03-31,83.976972,30.58,SCHD.P
SCHE.P,2026-03-31,11.133399,32.26,SCHE.P
SCHF.P,2026-03-31,56.132946,24.28,SCHF.P
SCHG.P,2026-03-31,46.57294,28.58,SCHG.P
SCHH.P,2026-03-31,9.007835,21.33,SCHH.P
SCHI.P,2026-03-31,10.235445,22.64,SCHI.P
SCHK.P,2026-03-31,4.591899,30.85,SCHK.P
SCHM.P,2026-03-31,12.489998,30.41,SCHM.P
SCHO.P,2026-03-31,11.9698,24.28,SCHO.P
SCHP.P,2026-03-31,15.65562,26.64,SCHP.P
SCHR.P,2026-03-31,12.748208,24.91,SCHR.P
SCHV.P,2026-03-31,14.53439,30.14,SCHV.P
SCHX.P,2026-03-31,59.574998,25.25,SCHX.P
SCHY.P,2026-03-31,2.11208,31.42,SCHY.P
SCHZ.P,2026-03-31,9.991224,23.21,SCHZ.P
SCMB.P,2026-03-31,3.535922,25.48,SCMB.P
SCYB.P,2026-03-31,2.355378,25.91,SCYB.P
SCZ.OQ,2026-03-31,13.08576,76.96,SCZ.OQ
SDIV.P,2026-03-31,1.220412,24.95,SDIV.P
SDOG.P,2026-03-31,1.320058,64.79,SDOG.P
SDVY.OQ,2026-03-31,9.855365,38.86,SDVY.OQ
SDY.P,2026-03-31,20.454504,144.66,SDY.P
SECT.Z,2026-03-31,2.236734,59.51,SECT.Z
SEIM.Z,2026-03-31,1.116285,44.68,SEIM.Z
SEIV.Z,2026-03-31,1.136974,40.96,SEIV.Z
SFGV.P,2026-03-31,1.05712,32.57,SFGV.P
SFLR.P,2026-03-31,1.48155,35.2,SFLR.P
SGOL.P,2026-03-31,7.6884,43.88,SGOL.P
SGOV.N,2026-03-31,83.321315,100.66,SGOV.N
SH.P,2026-03-31,1.64076,38.53,SH.P
SHLD.P,2026-03-31,7.848353,69.65,SHLD.P
SHM.P,2026-03-31,3.433045,47.87,SHM.P
SHNY.P,2026-03-31,93.010196,13.26,SHNY.P
SHV.N,2026-03-31,20.891623,110.39,SHV.N
SHY.OQ,2026-03-31,24.74175,82.56,SHY.OQ
SHYG.P,2026-03-31,7.440156,42.15,SHYG.P
SIL.P,2026-03-31,4.856537,87.19,SIL.P
SILJ.P,2026-03-31,3.734642,28.72,SILJ.P
SIVR.P,2026-03-31,4.79573,69.92,SIVR.P
SJNK.P,2026-03-31,4.78447,24.9,SJNK.P
SKYY.OQ,2026-03-31,2.266845,107.26,SKYY.OQ
SLQD.OQ,2026-03-31,2.342902,50.45,SLQD.OQ
SLV.P,2026-03-31,34.739088,66.55,SLV.P
SLYG.P,2026-03-31,3.841355,95.33,SLYG.P
SLYV.P,2026-03-31,3.981995,93.51,SLYV.P
SMBS.P,2026-03-31,6.2322,25.55,SMBS.P
SMH.OQ,2026-03-31,38.697132,372.35,SMH.OQ
SMIG.P,2026-03-31,1.222848,29.18,SMIG.P
SMLF.P,2026-03-31,3.177675,74.53,SMLF.P
SMMD.Z,2026-03-31,2.5075,75.08,SMMD.Z
SMMU.P,2026-03-31,1.051553,50.44,SMMU.P
SMTH.P,2026-03-31,2.578914,25.73,SMTH.P
SNPE.P,2026-03-31,2.214293,58.73,SNPE.P
SOXL.P,2026-03-31,9.519299,43.93,SOXL.P
SOXS.P,2026-03-31,1.481491,44.72,SOXS.P
SOXX.OQ,2026-03-31,19.51677,318.35,SOXX.OQ
SPAB.P,2026-03-31,9.243997,25.6,SPAB.P
SPBO.P,2026-03-31,1.89643,28.95,SPBO.P
SPDW.P,2026-03-31,35.276877,44.8,SPDW.P
SPEM.P,2026-03-31,15.587116,45.88,SPEM.P
SPGM.P,2026-03-31,1.39384,74.64,SPGM.P
SPGP.P,2026-03-31,2.023298,105.86,SPGP.P
SPHD.P,2026-03-31,3.274696,49.4,SPHD.P
SPHQ.P,2026-03-31,15.304656,74.0,SPHQ.P
SPHY.P,2026-03-31,10.164218,23.22,SPHY.P
SPIB.P,2026-03-31,10.597654,33.48,SPIB.P
SPLB.P,2026-03-31,1.324102,22.14,SPLB.P
SPLV.P,2026-03-31,7.311479,72.57,SPLV.P
SPMB.P,2026-03-31,6.883488,22.38,SPMB.P
SPMD.P,2026-03-31,15.2145,58.22,SPMD.P
SPMO.P,2026-03-31,12.332583,110.01,SPMO.P
SPSB.P,2026-03-31,9.93662,30.06,SPSB.P
SPSM.P,2026-03-31,13.50123,47.61,SPSM.P
SPTI.P,2026-03-31,9.796074,28.66,SPTI.P
SPTL.P,2026-03-31,10.374034,26.27,SPTL.P
SPTM.P,2026-03-31,11.409884,77.89,SPTM.P
SPTS.P,2026-03-31,5.916564,29.18,SPTS.P
SPUS.P,2026-03-31,1.975628,47.38,SPUS.P
SPXL.P,2026-03-31,4.15288,176.86,SPXL.P
SPY.P,2026-03-31,634.265388,640.12,SPY.P
SPYD.P,2026-03-31,6.983028,45.28,SPYD.P
SPYG.P,2026-03-31,39.956243,95.94,SPYG.P
SPYI.Z,2026-03-31,7.894286,48.6,SPYI.Z
SPYM.P,2026-03-31,112.72289,75.36,SPYM.P
SPYU.P,2026-03-31,93.010196,19.7,SPYU.P
SPYV.P,2026-03-31,31.250365,55.99,SPYV.P
SPYX.P,2026-03-31,2.270709,52.31,SPYX.P
SQQQ.OQ,2026-03-31,2.946497,85.38,SQQQ.OQ
SQS.OQ,2026-03-31,1.228988,23.53,SQS.OQ
SRLN.P,2026-03-31,4.834312,40.02,SRLN.P
SSO.P,2026-03-31,5.080163,50.31,SSO.P
STEW.N,2026-03-31,1.611537,16.86,STEW.N
STIP.P,2026-03-31,14.623101,103.49,STIP.P
SUB.P,2026-03-31,10.933442,106.48,SUB.P
SUSA.P,2026-03-31,3.375488,130.4,SUSA.P
SUSB.OQ,2026-03-31,1.07625,25.04,SUSB.OQ
SUSC.OQ,2026-03-31,1.378,23.07,SUSC.OQ
SYSB.Z,2026-03-31,1.027876,88.86,SYSB.Z
TAFI.P,2026-03-31,1.165289,25.18,TAFI.P
TAGG.P,2026-03-31,1.855562,42.6,TAGG.P
TAN.P,2026-03-31,1.422106,53.83,TAN.P
TBIL.OQ,2026-03-31,6.903616,49.86,TBIL.OQ
TBLL.P,2026-03-31,3.002613,105.56,TBLL.P
TBUX.P,2026-03-31,1.097569,49.72,TBUX.P
TCAF.P,2026-03-31,6.046272,35.04,TCAF.P
TCHP.P,2026-03-31,1.752147,43.36,TCHP.P
TDIV.OQ,2026-03-31,3.430426,91.92,TDIV.OQ
TDTF.P,2026-03-31,1.004553,24.14,TDTF.P
TDTT.P,2026-03-31,2.558629,24.28,TDTT.P
TDVG.P,2026-03-31,1.196179,44.2,TDVG.P
TECL.P,2026-03-31,2.57712,81.13,TECL.P
TFI.P,2026-03-31,3.002922,45.31,TFI.P
TFLO.P,2026-03-31,6.78442,50.64,TFLO.P
THRO.P,2026-03-31,7.093008,35.61,THRO.P
TILT.Z,2026-03-31,1.810659,235.15,TILT.Z
TIP.P,2026-03-31,13.959275,110.46,TIP.P
TIPX.P,2026-03-31,1.875804,19.22,TIPX.P
TLH.P,2026-03-31,11.753584,100.64,TLH.P
TLT.OQ,2026-03-31,42.617658,86.62,TLT.OQ
TLTW.Z,2026-03-31,1.840584,22.59,TLTW.Z
TMF.P,2026-03-31,3.011377,35.95,TMF.P
TMFC.Z,2026-03-31,1.717076,65.06,TMFC.Z
TMSL.P,2026-03-31,1.477898,36.01,TMSL.P
TNA.P,2026-03-31,1.251061,41.76,TNA.P
TOTL.P,2026-03-31,4.174092,39.72,TOTL.P
TOUS.P,2026-03-31,1.27908,34.02,TOUS.P
TQQQ.OQ,2026-03-31,21.347226,39.6,TQQQ.OQ
TSLL.OQ,2026-03-31,4.069128,11.68,TSLL.OQ
TSPA.P,2026-03-31,2.02867,40.31,TSPA.P
TY.N,2026-03-31,1.654167,31.25,TY.N
TYG.N,2026-03-31,1.0556,50.59,TYG.N
UBND.OQ,2026-03-31,1.770714,21.75,UBND.OQ
UCON.P,2026-03-31,3.200736,24.72,UCON.P
UGL.P,2026-03-31,1.003158,59.51,UGL.P
UITB.OQ,2026-03-31,2.655469,46.98,UITB.OQ
UNIY.OQ,2026-03-31,1.307846,48.26,UNIY.OQ
UPRO.P,2026-03-31,3.593922,92.81,UPRO.P
URA.P,2026-03-31,6.234244,46.53,URA.P
URNM.P,2026-03-31,2.016472,60.58,URNM.P
URTH.P,2026-03-31,6.857648,177.49,URTH.P
USA.N,2026-03-31,1.631394,5.5,USA.N
USCA.P,2026-03-31,2.606289,38.01,USCA.P
USCL.OQ,2026-03-31,2.047395,72.15,USCL.OQ
USD.P,2026-03-31,1.334571,45.96,USD.P
USFR.P,2026-03-31,17.33697,50.34,USFR.P
USHY.Z,2026-03-31,23.923584,36.7,USHY.Z
USIG.OQ,2026-03-31,17.016334,51.11,USIG.OQ
USMC.OQ,2026-03-31,2.808708,63.13,USMC.OQ
USMV.Z,2026-03-31,22.326515,91.93,USMV.Z
USO.P,2026-03-31,2.768443,129.08,USO.P
USPX.P,2026-03-31,1.488448,56.04,USPX.P
USRT.P,2026-03-31,3.416978,58.76,USRT.P
USTB.OQ,2026-03-31,2.019073,50.6,USTB.OQ
USVM.OQ,2026-03-31,1.382776,93.47,USVM.OQ
USXF.OQ,2026-03-31,1.108848,54.0,USXF.OQ
UTES.P,2026-03-31,1.412637,78.67,UTES.P
UTF.N,2026-03-31,2.853391,25.78,UTF.N
UTG.A,2026-03-31,3.576669,39.07,UTG.A
UYLD.OQ,2026-03-31,1.3925,51.03,UYLD.OQ
VAW.P,2026-03-31,2.859803,223.0,VAW.P
VB.P,2026-03-31,68.455884,257.62,VB.P
VBIL.OQ,2026-03-31,6.570356,75.64,VBIL.OQ
VBK.P,2026-03-31,19.31571,295.79,VBK.P
